,participant,original_text,text,label
4646,2, so how mcuh monthly payment will be?,so how mcuh monthly payment will be,pay_subscription_month
4647,2, You will come to know about the monthly payment details once you enter your information in the link ... there is a small apr attached to it as well,you will come to know about the monthly payment detail once you enter your information in the link there be small apr attach to it as well,pay_subscription_month
4649,2, It is asking to left the freeze on my credit and i did but keep asking me over and over again,it be ask to left the freeze on my credit and do but keep ask I over and over again,depend_score_credit_history
4650,2, please try to refresh the page .... update all the details again,please try to refresh the page update all the detail again,like_project_month
4651,2, I did over 3 times and o open edge to do it there but still getting the same error,do over time and open edge to do it there but still get the same error,pay_subscription_month
4653,2, please try using any other account/ card  if possible,please try use any other account card if possible,use_card_credit
4657,1, i have just started my data engineering journey,have just start my data engineering journey,look_project_data_science
4660,1, how far it will helpful after doing my theoritical course,how far it will helpful after do my theoritical course,like_project_month
4663,1, alright,alright,okay
4664,1, do u provide live session also,do provide live session also,session_session_gmeet
4668,1, and whats the fees,and what the fee,look_price_fee
4671,1, can we keep this for friday evening,can we keep this for friday evening,schedule_session_pm_today
4673,2, we have discount offers going on for today and tomm,we have discount offer go on for today and tomm,help_discount_price
4674,2, is it possible for a session either today or tomm,be it possible for session either today or tomm,session_session_gmeet
4675,1, you mean right,you mean right,like_project_month
4677,2, you can also pay thru a 12 month no cost emi,you can also pay thru month no cost emi,pay_card_emi_cost
4678,1, as i am out of station so said for friday,as be out of station so say for friday,time_time_tomorrow_pm
4679,2, emi every moth will be Rs 7000,emi every moth will be rs,pay_card_emi_cost
4681,2, friday what time ?,friday what time,time_time_today
4682,1, 8 pm,pm,like_project_month
4685,1, does your company provide placement platform also ?,do your company provide placement platform also,like_project_month
4686,2, we provide resume preparation and mock interviews,we provide resume preparation and mock interview,dig_interview_resume
4687,1, okay .,okay,okay
4688,2, If you could help me with your email address.. we can send you the meeting invite,if you could help I with your email address we can send you the meeting invite,send_email_team
4689,2, for friday,for friday,time_time_tomorrow_pm
4690,2, My team has sent you the invite .. pls accept the same,my team have send you the invite pls accept the same,send_invite_team_calendar
4694,1, how much is the cost?,how much be the cost,look_price_fee
4698,2, we got discounts if you enroll now,we get discount if you enroll now,help_discount_price
4699,1," i m a student in final year,and intersted in bigdata line.had done some couple of project",student in final yearand interste in bigdata linehad do some couple of project,provide_project_end_lab
4702,1, it will be helpful if there will be some change in margin of price..its too hugh,it will be helpful if there will be some change in margin of priceit too hugh,help_discount_price
4703,2, for students we have discounts,for student we have discount,like_project_month
4705,2, for students it is $ 619,for student it be,student_yr
4706,1, yup  that sound cool..i did etl pipeline too,yup that sound cooli do etl pipeline too,like_project_month
4708,1, okhay it mean around 50k something in indian price?right?,okhay it mean around something in indian priceright,like_project_month
4709,2, Need to check on that,need to check on that,like_project_month
4711,1, and how does this enrollment work?like i will get access on all projecct and learning or restriction will be their?,and how do this enrollment worklike will get access on all projecct and learning or restriction will be their,like_project_month
4712,1, sure its,sure its,sure_lot_sushma_welcome
4713,2, You will get access to all the projects,you will get access to all the project,access_access_project_year
4714,1, umm great..and its prep paced??recorder session right ??,umm greatand its prep pacedrecorder session right,session_session_gmeet
4715,2, prep paced and recorded sessions,prep pace and record session,session_session_gmeet
4716,1, ok thankyou.,ok thankyou,thank_anjali_help_time
4718,1, have you send me the mail??,have you send I the mail,send_email_team
4720,1, well we can have that a quick session,well we can have that quick session,session_session_gmeet
4722,2, what time you recommend ?,what time you recommend,like_project_month
4723,1, IST hour may be if possible.,ist hour may be if possible,schedule_session_pm_today
4725,2, are you based in India ?,be you base in india,base_office_indian_bangalore
4726,1, when you guys can make possible tell one day prior so it will be convenient for me,when you guy can make possible tell one day prior so it will be convenient for I,schedule_session_pm_today
4727,1, yeep...ind,yeepind,okk_studnet
4729,2, would you like to schedule it tomm ?,would you like to schedule it tomm,like_project_month
4730,2, 16-May,may,arrange_conversation_level_team
4731,1, yehh we can...,yehh we can,like_project_month
4732,2, what time ist ?,what time ist,time_time_today
4733,1, may be 1pm around???,may be pm around,time_time_tomorrow_pm
4735,2, My team will send you an iunvite,my team will send you an iunvite,send_email_team
4737,1, do you have any contact no or is this medium to communicate?,do you have any contact no or be this medium to communicate,send_email_team
4739,2," My team has sent you an invite ,, please accept the same ...",my team have send you an invite please accept the same,send_invite_team_calendar
4741,1, thx once again,thx once again,like_project_month
4749,1, I want to switch job from computer teacher to data engineer,want to switch job from computer teacher to data engineer,look_project_data_science
4751,1, Need help in cracking interview,need help in crack interview,dig_interview_resume
4753,1, Will it be helpful by taking this subscription,will it be helpful by take this subscription,pay_subscription_month
4757,1, Bigdata project I don't have any experience,bigdata project do not have any experience,want_project_level
4758,1, So how will I get experience?,so how will get experience,enroll_projectpro_today_process
4760,1, What is fees? Any discount?,what be fee any discount,help_discount_price
4762,1, If i don't get helpful will I get any refund?,if do not get helpful will get any refund,refund_refund_day
4765,1, Full refund?,full refund,refund_refund_day
4768,1, Oh cool let me try what is fees,oh cool let I try what be fee,look_price_fee
4769,1, Fees?,fee,like_project_month
4771,1, Any interview tips and guidance for me to crack?,any interview tip and guidance for I to crack,dig_interview_resume
4772,2, we have discount offer for today,we have discount offer for today,help_discount_price
4773,2, Yes our experts will help you,yes our expert will help you,like_project_month
4775,1, I will try for 1 month?,will try for month,pay_subscription_month
4777,2," if you enroll now, we will give you a discount of Rs 6000",if you enroll now we will give you discount of rs,help_discount_price
4778,2, which makes your pricing Rs 66000,which make your pricing rs,look_price_fee
4779,1, 66k is too much,be too much,ok_laptop_fine_thank
4780,2, This you can either pay as one time payment,this you can either pay as one time payment,pay_link_payment_time
4781,2, or,or,like_project_month
4782,1, Why can't I pay 1 month subscription,why can not pay month subscription,pay_subscription_month
4783,2, we can pay through a 12 month no cost emi using a credit card,we can pay through month no cost emi use credit card,pay_card_emi_cost
4784,2, EMI per will be Rs 5500,emi per will be rs,pay_card_emi_cost
4785,1, Ok if i don't like can I cancel subscription after 1 month?,ok if do not like can cancel subscription after month,pay_subscription_month
4786,1, In middle?,in middle,like_kathamndu_shot
4787,2, Yes you can .. the paid amount will be refunded,yes you can the pay amount will be refund,refund_refund_day
4788,1, Can we download end to end project to my pc? Or you will provide lab?,can we download end to end project to my pc or you will provide lab,provide_project_end_lab
4789,2, For data science / M: projects it is a python IDE / jupyter notebook running on a browser,for datum science project it be python ide jupyter notebook run on browser,python_python_project
4790,1," Ok i don't know anything on cloud, how do I setup? And work live project? Can we download project?",ok do not know anything on cloud how do setup and work live project can we download project,like_project_month
4791,2, Our team will help you,our team will help you,send_email_team
4792,2, Our technical support team provides 24/7 support to help you when you are stuck,our technical support team provide support to help you when you be stick,send_email_team
4794,1, Thanks for your help,thank for your help,thank_anjali_help_time
4797,1, Send me how to subscribe via credit card to my email id,send I how to subscribe via credit card to my email,send_email_team
4798,2, so if you are looking to avail the discount and enroll..  we could help you with the link to proceed,so if you be look to avail the discount and enroll we could help you with the link to proceed,help_discount_price
4799,1, Not now,not now,like_project_month
4800,1, Next week,next week,time_time_tomorrow_pm
4801,1, But need info to my email id please,but need info to my email please,send_email_team
4802,2, the discount offer is applicable today .. and the maximum we can extend it will be till tomm,the discount offer be applicable today and the maximum we can extend it will be till tomm,like_project_month
4803,1," Last question, can I download end to end project? Or not?",last question can download end to end project or not,provide_project_end_lab
4804,2, but we will send you the details to your email,but we will send you the detail to your email,send_email_team
4805,2, You can download the codes and datasets,you can download the code and dataset,like_project_month
4806,1, Ok cool,ok cool,okay
4809,1, Sure now?,sure now,sure_lot_sushma_welcome
4810,2, My team works 24 hrs a day,my team work hrs day,like_project_month
4811,2, whatever time you recomend,whatever time you recomend,like_project_month
4812,1, Ok I'm ok for demo,ok ok for demo,demo_demo_session
4813,2, what time .. today or tomm ?,what time today or tomm,time_time_today
4814,1, Now,now,like_project_month
4815,1, If u are ok,if be ok,ok_laptop_fine_thank
4819,2, Is 11:30 pm ist fine ?,be pm ist fine,like_project_month
4825,1, how to get a job ?,how to get job,like_project_month
4828,1, oh ok mam,oh ok mam,great
4829,1, i want tableau projects to solve,want tableau project to solve,like_project_month
4830,1, am a bigenner in tableau,be bigenner in tableau,like_project_month
4833,1, am 6th grade,be th grade,enrol_course_student
4834,1, am very intrested in coding,be very intrested in code,like_project_month
4835,1, and my elder sis also,and my eld sis also,like_project_month
4836,1, she is 12th grade,she be th grade,like_kathamndu_shot
4837,1, she want to do job,she want to do job,enroll_projectpro_today_process
4838,1, so i am searching for her some real life projects,so be search for she some real life project,want_project_level
4839,1, ok bye see ya,ok bye see ya,ok_ya
4840,1, is this a robot or human?,be this robot or human,enrol_course_student
4841,2, human,human,base_office_indian_bangalore
4843,1, sorry for disturbing u,sorry for disturb,like_project_month
4844,1, Thanks for listening me,thank for listen I,thank_anjali_help_time
4846,1, these are latest know these tableau projects?,these be late know these tableau project,like_project_month
4847,1, this one - 2) Sales Forecast Analysis Dashboard,this one sale forecast analysis dashboard,like_project_month
4849,1, oh ok thank you,oh ok thank you,thank_anjali_help_time
4850,1, wt is the fees to learn tableau?,wt be the fee to learn tableau,like_project_month
4852,1, and in how many days can i learn,and in how many day can learn,want_project_level
4855,1, OMG,omg,great
4856,1, 2-5 HOURS,hour,time_time_tomorrow_pm
4857,1, ITS SO LONG,its so long,like_project_month
4860,1, ill see it,ill see it,like_project_month
4861,1, thanks for the link,thank for the link,thank_anjali_help_time
4862,1, i am wondering how this customer support system works,be wonder how this customer support system work,send_email_team
4863,1, i think ur charting with so many people at once,think ur chart with so many people at once,use_card_credit
4865,1, oh that a lot ur doing for us,oh that lot ur do for we,_lot
4867,1," ill ask mom for this courses , for my sis wait a sec",ill ask mom for this course for my sis wait sec,enrol_course_student
4869,1, i like this web page,like this web page,like_project_month
4870,1, nice design,nice design,great
4871,1, my mom is asking if this course available for 6th graders also?,my mom be ask if this course available for th grader also,like_project_month
4872,1, let me konw pls,let I konw pls,let_link_way_level
4873,1, i am intrested,be intreste,enrol_course_student
4874,1, leave my sis,leave my sis,like_project_month
4875,1, she dont want itseems,she do not want itseem,want_knwthank_case_account
4876,1," i want to learn sql,pythonl and Power BI",want to learn sqlpythonl and power bi,like_project_month
4877,1, is it available,be it available,like_project_month
4881,1, Hello Anjali,hello anjali,anjali_vishnani_amarendar_fazila
4883,2, how are you >,how be you,_lot
4884,1, good thanks,good thank,thank_thank_ohkk
4885,1, how does this work,how do this work,enroll_projectpro_today_process
4889,1," I am BI Developer, currently working with hands on SQL, Datawarehousing, ETL using SSIS and Azure Data Factory. However, I am aiming to get boot camp sessions on hadoop projects in Data Warehousing space with Python.",be bi developer currently work with hand on sql datawarehouse etl use ssis and azure data factory however be aim to get boot camp session on hadoop project in data warehousing space with python,python_python_project
4894,2, list of hadoop projects,list of hadoop project,like_project_month
4896,2, we can show you how the projects are executed,we can show you how the project be execute,like_project_month
4898,1, when can we schedule,when can we schedule,like_project_month
4900,2," we work 24 hrs a day .., whatever time you recommend",we work hrs day whatever time you recommend,like_project_month
4901,1," ok, what would be the pricing tier here",ok what would be the pricing tier here,look_price_fee
4903,1, just so i get an idea,just so get an idea,like_project_month
4904,2, Personal Annual Plan : $ 1080,personal annual plan,plan_plan_year
4905,2, but we have discount offers going on,but we have discount offer go on,help_discount_price
4906,2," If you enroll today, we can provide you a discount of $ 200",if you enroll today we can provide you discount of,help_discount_price
4907,2, pricing after discount $ 876,pricing after discount,help_discount_price
4909,1, i am not in rush to get it today,be not in rush to get it today,enrol_course_student
4910,1, but good to know,but good to know,great
4912,1, shall we connect at 11AM EST,shall we connect at be est,like_project_month
4915,1, its in 20 mins,its in min,time_time_tomorrow_pm
4916,2, My team has sent you a google meet invite ..,my team have send you google meet invite,send_invite_team_calendar
4920,1, will connect there,will connect there,arrange_conversation_level_team
4923,1, what is the best price i can get?,what be the good price can get,look_price_fee
4924,2, How soon would you like to enroll,how soon would you like to enroll,like_project_month
4925,1, depends on price,depend on price,like_project_month
4926,2, current price is 960$,current price be,like_project_month
4929,2, we were running with a promo offer which ended,we be run with promo offer which end,help_discount_price
4931,1, i already told... i had a demo session too,already tell have demo session too,demo_demo_session
4932,2, thats the final price,that the final price,look_price_fee
4936,1," i m concerned about access period.. i dont have work authorization, and cannot start interviewing at this time... since it is subscription, i have to think, i dont know when i will be getting my work auth",concern about access period do not have work authorization and can not start interview at this time since it be subscription have to think do not know when will be get my work auth,like_project_month
4937,2, see its a 12 months access,see its month access,access_access_month
4938,2, are you looking for a life time access,be you look for life time access,enrol_course_student
4940,2, life time access post discount the price is 2350$,life time access post discount the price be,like_project_month
4941,2, that is a 50% discounted price,that be discount price,help_discount_price
4942,2, and post adding the promo offer it will be 1800$,and post add the promo offer it will be,help_discount_price
4943,1, ok...  thank you.. will get back,ok thank you will get back,thank_anjali_help_time
4944,2, the price increases on our site every month as we add new projects,the price increase on our site every month as we add new project,like_project_month
4945,2, so this will also increase,so this will also increase,like_project_month
4947,2, let me know if you have plans to enroll before 27th,let I know if you have plan to enroll before th,enroll_projectpro_today_process
4948,2, will add my employee discount,will add my employee discount,add_discount_employee
4949,2, i have tagged you,have tag you,enrol_course_student
4950,2, you will be receiving an email with the details.,you will be receive an email with the detail,send_email_team
4951,1, nice... thank you,nice thank you,thank_anjali_help_time
4952,2, The other way is,the other way be,like_project_month
4953,2, you can enroll for a 12 months access,you can enroll for month access,like_project_month
4954,2, and can upgrade to life time access,and can upgrade to life time access,like_project_month
4955,1, by paying difference?,by pay difference,like_project_month
4957,2, and with in 3 months if you upgrade the price will be same,and with in month if you upgrade the price will be same,like_project_month
4958,2, the one which i offered,the one which offer,like_project_month
4960,2, so you can think and take a call on the life time access and you will get the same price,so you can think and take call on the life time access and you will get the same price,refund_refund_day
4961,1, Let me know if there is a better price.... if at all...,let I know if there be well price if at all,like_project_month
4962,2, 720$ for 12 months is a rock bottom price,for month be rock bottom price,pay_subscription_month
4963,2, and lifetime access  with in 3 months if you are upgrading or if you are enrolling  now it will be 1650$,and lifetime access with in month if you be upgrade or if you be enrol now it will be,like_project_month
4964,1, ok..,ok,ok_ya
4965,2, By 27th of every month the new price get updated.,by th of every month the new price get update,like_project_month
4966,2, once the new price get update then we follow that price  and all the discounts will be on the new price,once the new price get update then we follow that price and all the discount will be on the new price,like_project_month
4967,2, wont be able to give you this price,will not be able to give you this price,look_price_fee
4969,1, are there students of projectpro who got placed?,be there student of projectpro who get place,like_project_month
4970,2, Almost every one will get as most of them are people who is in transition,almost every one will get as most of they be people who be in transition,enrol_course_student
4972,2, the major challenge what they face is industrial experience,the major challenge what they face be industrial experience,dig_interview_resume
4973,2, which they gain from our platform and cracking the interview,which they gain from our platform and crack the interview,dig_interview_resume
4975,2, and the actuall challenge is post getting a Job  since they are new bee,and the actuall challenge be post get job since they be new bee,like_project_month
4976,2, will have lots of queries,will have lot of query,arrange_conversation_level_team
4977,2, Again we support them,again we support they,like_project_month
4978,1, exactly... nice,exactly nice,like_project_month
4980,2, is really helpful,be really helpful,like_project_month
4981,1, so is it on job support?,so be it on job support,like_project_month
4984,2, 50% of our customers are professionals,of our customer be professional,like_project_month
4985,2," they use this platform as reference, reuse the templets",they use this platform as reference reuse the templet,like_project_month
4986,2, clarify their queries with with experts,clarify their query with with expert,like_project_month
4987,2, take their guidance on the projects that we don't have,take their guidance on the project that we do not have,like_project_month
4988,2, The most important the road map for next 12 months is to have 700-1000 projects in our library,the most important the road map for next month be to have project in our library,like_project_month
4989,1, but how can we go through so many of them? we have to pick few right,but how can we go through so many of they we have to pick few right,like_project_month
4990,2, Now we help you woth a learning path,now we help you woth learning path,like_project_month
4991,2, see we are providing more projects so that if you are looking fora particular project you should find that in our platform or a simillar one,see we be provide more project so that if you be look fora particular project you should find that in our platform or simillar one,like_project_month
4992,1, this is good,this be good,ok_laptop_fine_thank
4993,2, as i told you its for both beginners and proffessional,as tell you its for both beginner and proffessional,like_project_month
4994,1, any idea of starting salaries to be expected role wise?,any idea of start salary to be expect role wise,pay_subscription_month
4995,2, You are not going to represent your prep as a fresher. By building your portfolio by adding these projects you can show at least a 2 years of experience.,you be not go to represent your prep as fresher by build your portfolio by add these project you can show at least year of experience,like_project_month
4996,2, so 2 things here,so thing here,like_project_month
4997,1, i was shown a list of technologies available (in demo ).. can i have that list?,be show list of technology available in demo can have that list,demo_demo_session
4998,2, you can get all those info onin our website,you can get all those info onin our website,like_project_month
4999,2, you can find all the Data science projects list on our platform,you can find all the data science project list on our platform,look_project_data_science
5001,2, any thing that i can help you with,any thing that can help you with,like_project_month
5002,1, nothing for now.. thank you...,nothing for now thank you,thank_anjali_help_time
5004,1," are R, SAS covered as well? or in future pipeline?",be sa cover as well or in future pipeline,like_project_month
5005,2, R is covered,be cover,enrol_course_student
5010,1, do you build resue,do you build resue,enrol_course_student
5011,1, resume,resume,dig_interview_resume
5012,1, I am trying to get into the market,be try to get into the market,enrol_course_student
5013,1, after a gap of 1.5 years,after gap of year,like_project_month
5014,1, want to get into data engineer,want to get into data engineer,look_project_data_science
5015,1, am updataing my skills,be updatae my skill,enrol_course_student
5016,2, Thats great,that great,ok_laptop_fine_thank
5017,1, how can you help,how can you help,enroll_projectpro_today_process
5018,1, finished snowprocore cert,finish snowprocore cert,like_project_month
5023,1, also can you help me with resume,also can you help I with resume,dig_interview_resume
5024,1, do you write one for me,do you write one for I,send_email_team
5025,1, i can provide my past,can provide my past,arrange_conversation_level_team
5026,2, Once you enroll,once you enroll,enroll_projectpro_today_process
5027,2, you can request the same,you can request the same,send_invite_team_calendar
5028,1, is it necssay for me to do  snowflake advanced certfications,be it necssay for I to do snowflake advanced certfication,like_project_month
5029,1, like snowflake data engineer,like snowflake data engineer,like_project_month
5030,1, is it helpful or toomuch time consuming,be it helpful or toomuch time consume,student_email
5031,1, will i have live mentor,will have live mentor,like_project_month
5034,1, when is the demo,when be the demo,demo_demo_session
5037,1, let's do it,let do it,like_project_month
5038,2, May i have yuour email address,may have yuour email address,click_address_email_password
5040,2, Are you available now ?,be you available now,like_project_month
5041,2, My team can do it now ?,my team can do it now,send_email_team
5044,2, We have sent you an invite .. Please join the google meet link,we have send you an invite please join the google meet link,send_invite_team_calendar
5047,1, requested one demo project,request one demo project,demo_demo_session
5048,1, com,com,like_project_month
5049,1, can you please confirm when link will be send,can you please confirm when link will be send,send_email_team
5050,2, we do not provide free trial or access to 1 demo project,we do not provide free trial or access to demo project,provide_trial_platform_demo
5052,2, we can show you the projects and the platform on google meet,we can show you the project and the platform on google meet,walk_insight_platform_project
5054,1, can you prove the google meet,can you prove the google meet,like_project_month
5055,1, link,link,share_link_thse
5057,2, when do you want me to schedule meet?,when do you want I to schedule meet,like_project_month
5058,1, at 21:00 HRs IST  today,at hrs ist today,time_time_tomorrow_pm
5060,2, will ask my team to send you an invite,will ask my team to send you an invite,send_invite_team_calendar
5062,1, will i get mail for the meeting ?,will get mail for the meeting,send_email_team
5063,2, yes a meet invite,yes meet invite,send_invite_team_calendar
5064,2, gve me few minis,gve I few mini,like_project_month
5065,2, mins,min,time_time_tomorrow_pm
5066,2, pls check your email,pls check your email,click_address_email_password
5067,2, you might have received it,you might have receive it,like_project_month
5070,1, will open the same,will open the same,arrange_conversation_level_team
5071,2, pls join the link by 9 pm,pls join the link by pm,like_project_month
5075,1, hi ANJALI,hi anjali,anjali_vishnani_amarendar_fazila
5081,1, need help on AWS Big data projects,need help on aws big datum project,look_project_aws
5082,1," any project involving GLUE, ATHENA, REDSHIFT",any project involve glue athena redshift,like_project_month
5084,1, What is the procedure?,what be the procedure,enroll_projectpro_today_process
5085,1, I have written a mail to PROJECTPRO,have write mail to projectpro,send_email_team
5086,1, care@projectpro.io,careprojectproio,okk_studnet
5088,1, my email id -,my email,send_email_team
5089,1, phone -,phone,provide_number_contact
5091,1, but didn't get any reply / call,but do not get any reply call,like_project_month
5092,2, have you signed up with us ?,have you sign up with we,enrol_course_student
5093,1," no, I haven't aenrolled",no have not aenrolle,nope_affiliate_universit
5095,2, you can find aws projects in the above link,you can find aws project in the above link,look_project_aws
5096,1," Anjali, can we chat after 30 mins? My wife is calling me for dinner",anjali can we chat after min my wife be call I for dinner,send_email_team
5098,1, I will keep the window open,will keep the window open,arrange_conversation_level_team
5100,1, ok...will chat after 30 mins,okwill chat after min,like_project_month
5102,1," hi, i m back",hi back,hello
5104,1, I downloaded the PDF,download the pdf,like_project_month
5105,2, okp,okp,okk_studnet
5106,1," need to study an end to end project involving GLUE, ATHENA, REDSHIFT",need to study an end to end project involve glue athena redshift,provide_project_end_lab
5107,1, Thanks for the PDF,thank for the pdf,thank_dear_pdf
5109,1, gave my email id and phone no.,give my email and phone no,provide_number_contact
5111,1," so, how can I get access to such a project?",so how can get access to such project,access_access_project_year
5113,1," what is the ""first step""?",what be the first step,enroll_projectpro_today_process
5114,2, you have to enroll,you have to enroll,enroll_projectpro_today_process
5115,2, Personal annual plan : Rs 84000,personal annual plan rs,rs_subscroption_plan_price
5116,1, 7000 per month?,per month,pay_subscription_month
5117,1, do I need to pay per month?,do need to pay per month,pay_subscription_month
5118,2, It depends ..,it depend,like_kathamndu_shot
5119,2, either you can make one time payment or,either you can make one time payment or,pay_link_payment_time
5120,2, you can pay through a 12 month no cost emi using a credit card,you can pay through month no cost emi use credit card,pay_card_emi_cost
5121,1, I don't have a credit card,do not have credit card,use_card_credit
5122,1," I can pay every month 7000/- , no issues",can pay every month no issue,pay_subscription_month
5123,1, possible to enroll?,possible to enroll,enroll_projectpro_today_process
5125,2, we have options,we have option,provide_trial_platform_demo
5126,1, what are they?,what be they,like_project_month
5127,2, I will ask my team to connect with you,will ask my team to connect with you,send_email_team
5133,1, Plans are too expensive,plan be too expensive,like_project_month
5136,1, i'm a student,student,student_yr
5138,1, just completed my under graduation,just complete my under graduation,enroll_projectpro_today_process
5139,2, will help you with student discount,will help you with student discount,like_project_month
5140,1, college mail id :,college mail,send_email_team
5141,2, completed graduation,complete graduation,enroll_projectpro_today_process
5142,2, then cant consider as a student,then can not consider as student,student_yr
5143,2, are you looking to explore the projects,be you look to explore the project,like_project_month
5144,1," Actually i've handon experience on industry level projects, because of my internship",actually ve handon experience on industry level project because of my internship,want_project_level
5145,1, i wanted to extend the knowledge,want to extend the knowledge,like_project_month
5146,1, and develop a better understanding,and develop well understanding,like_project_month
5147,1, of the domain,of the domain,like_kathamndu_shot
5148,1, but the pricing is 7k / month,but the pricing be month,like_project_month
5150,1, It's too high,its too high,like_project_month
5151,2, can help you with some disocunts,can help you with some disocunt,like_project_month
5152,1," ok, how much can you help me with",ok how much can you help I with,enroll_projectpro_today_process
5153,2, 12 months access is for 84000/- with 12 no cost emi that is per month 7000/-,month access be for with no cost emi that be per month,like_project_month
5154,2, 72000/- with 12 no cost emi,with no cost emi,pay_card_emi_cost
5155,2, will be the discounted prize,will be the discount prize,help_discount_price
5156,2, price*,price,like_project_month
5157,1," I'm sorry, it's still too much for me.",sorry its still too much for I,look_price_fee
5158,1, can i get a project brochure,can get project brochure,like_project_month
5159,1, for all the projects that i'll be given access to,for all the project that ill be give access to,access_access_project_year
5160,2, Please check out our solved end-to-end projects here - https://www.projectpro.io/projects,please check out our solved end to end project here,find_project_end
5161,1, in pdf of soft copy format,in pdf of soft copy format,send_email_team
5163,2, we dont,we do not,provide_trial_platform_demo
5164,2, you can check our website,you can check our website,like_project_month
5171,1, I am just wondering how your projects work. Say I am a data scientist looking to gain exposure to one of the projects - how does it work?,be just wonder how your project work say be data scientist look to gain exposure to one of the project how do it work,look_project_data_science
5172,2, you can enroll with us and get access to all the projects,you can enroll with we and get access to all the project,like_project_month
5175,1, so after I enrol I can choose any project I like?,so after enrol can choose any project like,want_project_level
5179,1, and if it's a big data project do I have access to the infrastructure (say Azure) as part of the project?,and if its big data project do have access to the infrastructure say azure as part of the project,look_project_aws
5180,1," and is the outcome of the project evaluated (i.e., would I know that I did well or not)?",and be the outcome of the project evaluate ie would know that do well or not,like_project_month
5181,2, we have launched our lab 3 weeks back . we have started adding labs so as of now you will be having lab access to the aws open source . we  will be adding labs,we have launch our lab week back we have start add lab so as of now you will be have lab access to the aws open source we will be add lab,provide_project_end_lab
5182,2, to the cloud native projects in next couple of weeks,to the cloud native project in next couple of week,look_project_aws
5183,2, till our lab is ready if you are working on the azure projects and you are billed we reimburse up to 150$,till our lab be ready if you be work on the azure project and you be bill we reimburse up to,look_project_aws
5184,2, if you are billed,if you be bill,enroll_projectpro_today_process
5185,2, just need to provide the invoice,just need to provide the invoice,pay_link_payment_time
5186,1, sorry one more question - so when going through these projects am I learning about how it's been done or I am going to do it myprep?,sorry one more question so when go through these project be learn about how its be do or be go to do it myprep,like_project_month
5187,2, these are solved projects,these be solve project,like_project_month
5188,2, end to end solved projects,end to end solve project,provide_project_end_lab
5189,1, thank you! that's all I wanted to know for now,thank you that all want to know for now,thank_anjali_help_time
5193,1, i am interested gaining experience in Azure so if there's a related demo that would be great,be interested gain experience in azure so if there related demo that would be great,look_project_aws
5194,2, let me know your convenient time for the  demo,let I know your convenient time for the demo,demo_demo_session
5195,1, did you send an email?,do you send an email,send_email_team
5196,1, I haven,haven,okk_studnet
5197,1, I haven't received it,have not receive it,like_project_month
5201,1, price ?,price,like_project_month
5203,1, Your name is Anjali really ?,your name be anjali really,anjali_vishnani_amarendar_fazila
5204,2, Personal Annual Plan: Rs 72000,personal annual plan rs,rs_subscroption_plan_price
5207,1, So much hard working you are ..You send emil.You chat with customers so much work...,so much hard work you be you send emilyou chat with customer so much work,like_project_month
5208,1, Java backend,java backend,python_python_project
5210,1, full sytack,full sytack,pay_link_payment_time
5213,1, You are really anjali or some other person,you be really anjali or some other person,base_office_indian_bangalore
5214,1, u there ?,there,like_kathamndu_shot
5217,1," I wanted to have a call.Need cosnultation and some information like duration,what I will  get etc...?",want to have callneed cosnultation and some information like durationwhat will get etc,enroll_projectpro_today_process
5221,1, And since many people might be buying this course so interviewer might suspect that I am faking the project experience,and since many people might be buy this course so interviewer might suspect that be fake the project experience,like_project_month
5222,2, nope it can be customised,nope it can be customise,like_project_month
5224,1, demo sesion now ?,demo sesion now,demo_demo_session
5226,2, My team can conduct the same,my team can conduct the same,send_email_team
5227,1, please schedule,please schedule,like_project_month
5228,1, quickly,quickly,time_time_tomorrow_pm
5229,1, will like to see content,will like to see content,arrange_conversation_level_team
5231,2, can we schdeule it at 10:30 pm,can we schdeule it at pm,schedule_session_pm_today
5235,1, I will get to talk to person right ? In the demo call ?,will get to talk to person right in the demo call,demo_demo_session
5237,1, Anjali please you also join,anjali please you also join,like_project_month
5238,2, We have sent the invite .. Please accept the same,we have send the invite please accept the same,send_invite_team_calendar
5239,2, thats a different of developer relationship managers in the demo..,that different of developer relationship manager in the demo,demo_demo_session
5240,1, Its wronng,its wronng,like_kathamndu_shot
5241,1, YOu should also be ther,you should also be ther,like_project_month
5242,1, Its like talking to use for getting the lead,its like talk to use for get the lead,like_project_month
5243,1, only,only,nope_affiliate_universit
5244,1, I joined chat no one is there,join chat no one be there,like_project_month
5245,2, 10 : 30 pm ist,pm ist,like_project_month
5246,2, need to wait for few mins,need to wait for few min,time_time_tomorrow_pm
5247,1, Anjali please join us,anjali please join we,like_project_month
5252,1, Need a mentor for deep learning project,need mentor for deep learning project,like_project_month
5255,1," Currently working on healthcare domain,",currently work on healthcare domain,look_project_data_science
5256,1," Mentor can be from any domain, He/she can help me a live project so that it can be applied to healthcare domain as well. Currently doing master degree and what to understand the real live cooperate data science project .",mentor can be from any domain heshe can help I live project so that it can be apply to healthcare domain as well currently do master degree and what to understand the real live cooperate datum science project,like_project_month
5258,2, you need to enroll with us to access the mentorship,you need to enroll with we to access the mentorship,like_project_month
5259,1, Is there is separate plan for getting mentorship ?,be there be separate plan for get mentorship,pay_subscription_month
5261,2, its a part of your enrollment,its part of your enrollment,enroll_projectpro_today_process
