participant,original_text,text,label,label_number,type
1,"ok, how much is the fee for the enrollment?",ok much fee enrollment,project_information,1,Query
1,and is there any additional fees for 1-1 consulting?,additional fee consult,project_information,1,Query
1,"ok, Thanks, i will go through the links and get back to you if any questions",ok thank go link get back question,project_information,1,Response
2,but for students .. It is : $ 619 ...,student,cost_discussion,2,Response
1,"Ok, Where are you guys based?",ok guy base,project_information,1,Query
2,"We are based out of Bangalore, India",base bangalore india,project_information,1,Response
1,sounds good,sound good,project_information,1,Response
2,"But have an office in Redwood city , CA",office redwood city,project_information,1,Response
1,We are from Minnesota,minnesota,client_info,6,Response
2,let me show you the projects,let show project,project_information,1,Response
1,"Anjali, Could we have a demo in evening?",anjali could demo evening,trial_demo_discussion,3,Query
2,and the platform,platform,trial_demo_discussion,3,Query
1,"Its for my wife, Anshu",wife anshu,client_info,6,Query
2,sure we can,sure,agree,4,Response
1,Can you call me on,call,trial_demo_discussion,3,Query
2,sure I will ask my team tro connect,sure ask team tro connect,send_email,10,Response
2,but can you help me with your email address,help email address,provide_contact,12,Query
1,"ok, Thanks",ok thank,agree,4,Response
1,mean time can you show me the projects if possible,mean time show project possible,project_information,1,Query
1,"adta science, Neural Networks",adta science neural network,project_information,1,Query
1,Data,datum,project_information,1,Query
1,"Thanks, i will go through those",thank go,agree,4,Response
2,email address?,email address,provide_contact,12,Query
1,"fine, thx",fine thx,agree,4,Response
1,i am interested to see different project ideas,interested see different project idea,project_want,8,Query
1,whats the consition?,consition,project_information,1,Query
1,condition,condition,project_information,1,Query
1,so how can i access that?,access,project_information,1,Query
1,"machine learning, big data",machine learn big datum,project_information,1,Query
1,i a a teacher,teacher,project_information,1,Response
2,what time would you like to schedule the session ?,time would like schedule session,trial_demo_discussion,3,Query
2,now time is 10:25 am,time,trial_demo_discussion,3,Response
2,we can start the session by 10:30 am,start session,trial_demo_discussion,3,Response
2,My team has sent an invite .. please accept the same,team send invite please accept,trial_demo_discussion,3,Response
1,ok joining,ok join,agree,4,Response
1,"I saw pring chart, is any plnana for annually",see pre chart plnana annually,project_information,1,Query
1,Plan,plan,project_information,1,Query
2,we have 6 months and annual plan,month annual plan,cost_discussion,2,Response
1,It is showing 6months and monthly only,show month monthly,cost_discussion,2,Query
2,12 months access 72000/- with 12 no cost emi,month access cost emi,cost_discussion,2,Response
2,where your emi will be 6000/-,emi,cost_discussion,2,Response
1,For 6months 11k and annually 72k!,month ok annually ok,cost_discussion,2,Response
2,66000/- for 6 months,month,cost_discussion,2,Response
2,we have special discounts going on,special discount go,discount,5,Response
1,I am a full stack developer,full stack developer,client_info,6,Response
1,I have knowledge in big data apache spark,knowledge big data apache spark,client_info,6,Response
1,Name shafi,name shafi,client_info,6,Response
2,email and contact number please,email contact number please,provide_contact,12,Query
2,and your conveninetb time for the call,conveninetb time call,trial_demo_discussion,3,Query
1,"No, it is too high, since last year 2021 in the month December I discussed already. At that time it was arpu d 21k for anual",high since last year month december discuss already time arpu ok anual,cost_discussion,2,Response
1,Because of some reasons I could not take. But now it is very huge for me,reason could take huge,cost_discussion,2,Response
2,now we have 200+ projects,project,project_information,1,Response
1,Got you,get,agree,4,Response
2,i will help you with a better pricing but for that need  to connect you to our team,help well pricing need connect team,cost_discussion,2,Response
2,please provide your email and phone number,please provide email phone number,provide_contact,12,Query
2,sure will contact you,sure contact,agree,4,Response
1,But I can't offer this muxh,offer muxh,cost_discussion,2,Response
1,I am really serious in changing my career,really serious change career,client_info,6,Response
1,i have gone through your website.,go website,project_information,1,Response
1,Your prices are very high for students.,price high student,cost_discussion,2,Response
1,do you have basic free projects for students.,basic free project student,project_information,1,Query
2,we have discounts for students,discount student,project_information,1,Response
1,My name is Fazila.,name fazila,trial_demo_discussion,3,Response
1,and email is,email,send_email,10,Response
1,i have shared aboove.,share aboove,project_information,1,Response
2,thats your personal,personal,project_information,1,Response
2,student email,student email,send_email,10,Query
1,"in our college, students are using personal email.",college student use personal email,send_email,10,Response
2,12 months access  is for 960$ and student discounted price is 684$,month access student discount price,discount,5,Response
2,the 684 is valid for couple of hours as the price is going to increase in few hours,valid couple hour price go increase hour,cost_discussion,2,Response
1,this is a huge amount for me as i dont have any job.,huge amount job,project_information,1,Response
1,please give basic big data projects access so that i can get a job.,please give basic big data project access get job,project_want,8,Query
2,we dont provide like that,provide like,project_information,1,Response
2,519$ for 12 months access( 90 days refund policy is not applicable),month access day refund policy applicable,refund_info,9,Response
1,"due to high inflation in Pakistan, dollar is huge here.",due high inflation pakistan dollar huge,project_information,1,Response
2,which country you are from,country,project_information,1,Query
1,Pakistan.,pakistan,trial_demo_discussion,3,Response
1,you can search inflation rate of Pakistan.,search inflation rate pakistan,cost_discussion,2,Response
1,i can show you proof that i belong to pakista.,show proof belong pakista,client_info,6,Response
2,see we don't provide free access,see provide free access,project_information,1,Response
2,its a paid platform,pay platform,project_information,1,Response
1,you should have provide free access to basic level projects or set their price like Udemy platform.,provide free access basic level project set price like udemy platform,project_information,1,Response
1,anyway thankyou for replying.,anyway thankyou reply,agree,4,Response
1,Thiruppathi |,thiruppathi,client_info,6,Response
2,10000 discount on the current price,discount current price,project_information,1,Response
2,with 12 no ciost emi,ciost emi,cost_discussion,2,Response
1,Monthly I need to pay 4567?,monthly need pay,cost_discussion,2,Query
2,this price is valid till the new price is updated.,price valid till new price update,cost_discussion,2,Response
1,can I unsubscribe in the middle,unsubscribe middle,cost_discussion,2,Query
1,can i download the source code and video,download source code video,project_information,1,Query
2,vodeos are not downloadable,vodeo downloadable,enrollment,7,Response
2,videos,video,project_information,1,Response
2,coddes are downloadable,codde downloadable,project_information,1,Response
1,can i download dataset and source code,download dataset source code,project_information,1,Query
1,the cost is bit higher for me to afford,cost bit high afford,project_information,1,Response
1,do you have any other discount,discount,discount,5,Query
2,if you enroll now i can provide a discounted price but you need to enroll now,enroll provide discount price need enroll,discount,5,Response
1,what would be final price,would final price,project_information,1,Query
2,if you enroll before 12 pm,enroll pm,enrollment,7,Response
1,How much for 6 month plan,much month plan,project_information,1,Query
2,no discount,discount,discount,5,Response
2,no tech support,tech support,project_information,1,Response
2,cant access the new projects added month on month,access new project add month month,project_information,1,Response
1,can you make it 42000,make,cost_discussion,2,Query
1,I budgeted for 2500 still it is on higher side,budget still high side,cost_discussion,2,Query
1,can you help with this,help,cost_discussion,2,Query
2,i can but i will remove the 90 days no question refund policy,remove day question refund policy,refund_info,9,Response
2,and you need to enroll now,need enroll,project_information,1,Response
2,i will push you as a student,push student,project_information,1,Response
1,apart from  90 days no question refund policy  other features are applicable?,apart day question refund policy feature applicable,refund_info,9,Query
2,rst every thing will be same,rst every thing,project_information,1,Response
2,just you are getting the student benefit,get student benefit,project_information,1,Response
1,I saw the courses option - can I access all the available course,see course option access available course,project_information,1,Query
1,Is it covered as part of this payment,cover part payment,cost_discussion,2,Response
2,the tutorials  yes you can use the tutorials,tutorial yes use tutorial,project_information,1,Response
1,So the conclusion is 42000 for 12 month access with 3500 per month payment. there is no restriction I can access all the content (only 90days refund is not applicable),conclusion month access per month payment restriction access content day refund applicable,refund_info,9,Response
1,what are the option to make the payment,option make payment,cost_discussion,2,Query
1,Can I use credit card,use credit card,cost_discussion,2,Query
2,which credit card you are using,credit card use,cost_discussion,2,Query
1,Axis Bank,axis bank,cost_discussion,2,Response
2,total amt will be converted into no cost emi on your credit card,total amt convert cost emi credit card,cost_discussion,2,Response
1,per month it is 3500 inclusive of tax is it right,per month inclusive tax right,cost_discussion,2,Response
2,please provide me your contact number,please provide contact number,provide_contact,12,Query
1,can you please confirm these details via email and send the link for regisration,please confirm detail via email send link regisration,enrollment,7,Query
2,our team will coordinate with you,team coordinate,send_email,10,Response
2,yes they will talk to you and will send the details over the email,yes talk send detail email,send_email,10,Response
1,I do have tech support,tech support,send_email,10,Response
1,I am doing good,good,greetings,14,Response
1,Hope you are rocking,hope rock,greetings,14,Query
2,I an fine\,fine,greetings,14,Response
1,I am looking for Projects to mention in my CV for AWS Solutions Architect Professional job role,look project mention cv aw solution architect professional job role,project_information,1,Query
1,Also to prepare well for the AWS jobs,also prepare well aws job,project_information,1,Query
1,I have completed AWS Professional cert,complete aws professional cert,client_info,6,Query
2,we would love to show you,would love show,project_information,1,Response
1,Can you set-up meeting now/,set meeting,trial_demo_discussion,3,Query
2,Let me check with my team,let check team,trial_demo_discussion,3,Response
2,do you want to schedule the session now ?,want schedule session,trial_demo_discussion,3,Query
1,yes pls,yes pls,agree,4,Response
2,My team can conduct the session at 4:45 am,team conduct session,trial_demo_discussion,3,Response
2,5 mins from now,min,trial_demo_discussion,3,Response
1,Will you send me the meeting invite here?,send meeting invite,trial_demo_discussion,3,Query
1,ok.. let me check my email,ok let check email,send_email,10,Response
1,What would be the charges for the AWS Projects?,would charge aws project,project_information,1,Query
1,Boa noite.,boa noite,project_information,1,Response
1,Preciso gravar dados em uma tabela MySQL.,preciso gravar dado em uma tabela mysql,project_information,1,Response
1,Pode me ajudar.,pode ajudar,project_information,1,Response
2,sim (traduzido),sim traduzido,project_information,1,Response
2,Fazemos a ponte entre cursos e projetos reais.,fazemos ponte entre cursos projetos reais,project_information,1,Query
1,Rio de Janeiro,rio de janeiro,project_information,1,Response
2,O que você faz atualmente - em que tipo de tecnologias você trabalha? (traduzido),que voc faz atualmente em que tipo de tecnologias voc trabalha traduzido,project_information,1,Response
1,Estou estudando PySpark.,estou estudando pyspark,project_information,1,Response
1,Desejo me tornar um especialista.,desejo tornar um especialista,project_information,1,Response
2,OK (traduzido),ok traduzido,agree,4,Response
2,Cada um dos 200 projetos tem o seguinte -,cada um projetos tem seguinte,project_information,1,Response
2,podemos agendar uma sessão de demonstração rápida por 10-15 minutos. Será no google meet e proporcionará mais entendimento sobre a plataforma (traduzido),podemos agendar uma sesso de demonstrao rpida por minuto ser google meet proporcionar mais entendimento sobre plataforma traduzido,project_information,1,Response
1,No Brasil é muito difícil conseguir informações sobre PySpark,brasil muito difcil conseguir informaes sobre pyspark,project_information,1,Response
2,we have projects in pyspark,project pyspark,project_information,1,Response
2,temos projetos em pyspark (traduzido),temos projetos em pyspark traduzido,project_information,1,Response
1,# Persiste dados tratados da AGENDA DoctorMax em AGENDA RenewMed,persiste dado tratado da agenda doctormax em agenda renewme,project_information,1,Response
1,O ERRO:,erro,project_information,1,Response
1,IllegalArgumentException: Can't get JDBC type for void,illegalargumentexception get jdbc type void,project_information,1,Query
2,Our product team might help you upon membership,product team might help upon membership,project_information,1,Response
2,Nossa equipe de produtos pode ajudá-lo na adesão (traduzido),nossa equipe de produtos pode ajud lo na adeso traduzido,project_information,1,Response
1,Hope you are good. I have a quick question if you don't mind,hope good quick question mind,project_information,1,Query
1,"I am a civil engineer with 7 years of exp, but i have enjoyed programming and dealing with numbers. DO you think it's too late for me to shift into data science field?",civil engineer year exp enjoy programming deal number think late shift datum science field,project_want,8,Query
2,Since Data Science is a new domain there are no hard and fast pre-requisites. However if you have knowledge of basic statistics it will help.,since datum science new domain hard fast pre requisite however knowledge basic statistic help,project_information,1,Response
2,"As you are aware, Data Science is becoming a new horizontal function in many companies. Almost every division has data analysis needs and so many companies are opening up Data Science teams.",aware datum science become new horizontal function many company almost every division datum analysis need many company open datum science team,project_want,8,Response
1,I do love maths! and enjoy programming.. in the university i enrolled C++ & VBA.. and at my work i made a myriad of codes to expedite my work,love math enjoy programming university enrol vba work make myriad code expedite work,project_information,1,Response
1,Just I was a bit skeptical about the age,bit skeptical age,project_information,1,Query
2,age doesn't matter,age matter,project_information,1,Response
2,people with 20 years of experience in other fields are also moving into data science and bigdata,people year experience field also move data science bigdata,project_information,1,Response
2,These are people who are from a non It back ground.,people non back ground,project_information,1,Response
1,Got your point,get point,agree,4,Response
1,"Well Anjali, I am really thankful for your time",well anjali really thankful time,agree,4,Response
2,to be frank it will take an year to get a good hold on doing projects . But since you are passionate about programming,frank take year get good hold project since passionate program,project_information,1,Response
2,you can do it on a faster phase,fast phase,project_information,1,Response
1,I just enjoy it yes,enjoy yes,agree,4,Response
1,how & why ? i dont know hehe,know hehe,project_information,1,Query
1,I prepared a code that calculate the montly salary,prepare code calculate montly salary,client_info,6,Response
1,"to calculate their salary, for we are paid hourly",calculate salary pay hourly,client_info,6,Response
2,wow..supper,wowsupper,agree,4,Response
1,iwth normal rate & overtime rate,iwth normal rate overtime rate,client_info,6,Response
2,which programming language you use,programming language use,client_info,6,Query
1,Visual Basic,visual basic,client_info,6,Response
1,old by gold hehe,old gold hehe,client_info,6,Response
1,at the UNI i used C++,uni use,client_info,6,Response
1,I heard Python is more friendly user than C++,hear python friendly user,project_information,1,Query
2,python is very easy,python easy,project_information,1,Response
1,"I made a code on VBA, to reserve the printer:P",make code vba reserve printerp,client_info,6,Response
1,so at the end of the day,end day,client_info,6,Response
1,"before COB, i print like 25 RFI ( request for information)",cob print like rfi request information,client_info,6,Response
2,learn python,learn python,project_information,1,Response
1,I let the printer finish all my copies:P first,let printer finish copiesp first,client_info,6,Response
2,wow thats so cool,wow cool,other,11,Response
1,Yes I will do,yes,agree,4,Response
1,Coding = Math logic,code math logic,other,11,Response
1,i like it,like,project_information,1,Response
1,Have a good day Anjali,good day anjali,greetings,14,Response
1,thanks again,thank,agree,4,Response
1,"I am back, I am sorry, i had to run.",back sorry run,will_get_back,15,Response
1,I would like to get started right away,would like get start right away,project_information,1,Query
2,My team has a meet now . can we do it at 5:30 pm est ?,team meet pm est,trial_demo_discussion,3,Query
2,30 mins from now,min,trial_demo_discussion,3,Query
1,"ok, I was going to ask, do you have monthly subscriptions?",ok go ask monthly subscription,cost_discussion,2,Query
2,but we have discount offers . if you enroll now,discount offer enroll,discount,5,Response
1,"I see, i won't be able to afford a lump sum at the moment.",see able afford lump sum moment,cost_discussion,2,Response
1,whats the discount offer?,discount offer,discount,5,Query
2,Are you a working professional ?,work professional,client_info,6,Query
1,"no, I am not lol",lol,other,11,Response
1,That's why i cant afford that enrollment now.,afford enrollment,cost_discussion,2,Response
2,so are you a student ?,student,client_info,6,Query
1,"Yes, i am teaching myself.",yes teach,agree,4,Response
1,"No, I am not affiliated with any Universit.",affiliate universit,client_info,6,Response
2,"so the best offer, we can give you is a discount of $ 180",good offer give discount,discount,5,Response
2,on the annual plan,annual plan,cost_discussion,2,Response
2,so your effective pricng will be $ 780...if you enroll now,effective pricng enroll,project_information,1,Response
1,"is there a 3 months or 6 months offer, that i can do?",month month offer,cost_discussion,2,Query
2,My team is available for a demo session now ..,team available demo session,trial_demo_discussion,3,Response
2,would you like to schedule it now,would like schedule,trial_demo_discussion,3,Query
1,"sure, fine by me.",sure fine,agree,4,Response
1,How much does cost?,much cost,cost_discussion,2,Query
1,Too expensive for me,expensive,project_information,1,Response
2,we have discount offers as well,discount offer well,discount,5,Response
1,Content on Azure Cloud,content azure cloud,project_information,1,Response
1,I am a Cloud Solutions Architect in Data and AI in AZURE,cloud solution architect datum ai azure,project_information,1,Response
2,"but if you enroll now, we can help you with a discount of $ 180",enroll help discount,discount,5,Response
2,net pricing will be $ 780,net pricing,cost_discussion,2,Response
1,I want to do month by month first before going to annual subscription,want month month first go annual subscription,cost_discussion,2,Query
1,What is the best monthly deals you can give me for now,good monthly deal give,cost_discussion,2,Query
1,I dont have a lot of time please,lot time please,cost_discussion,2,Query
1,But I cannot make that kind of investment riight now,make kind investment riight,cost_discussion,2,Response
2,we have emi options with affirm,emi option affirm,cost_discussion,2,Response
1,Im not will to apply for loan for this,apply loan,cost_discussion,2,Response
1,Well you just lost a pententiial customer,well lose pententiial customer,cost_discussion,2,Response
2,if there anything in the fututre .. we will let you know,anything fututre let know,send_email,10,Response
1,Please dont sent me anything until you have a monthly deal at a good price for me,please send anything monthly deal good price,cost_discussion,2,Response
1,i need big data simple level projects,need big datum simple level project,project_want,8,Query
1,where i can find data sets,find data set,project_want,8,Response
2,you need to enroll to access the projects,need enroll access project,project_information,1,Query
1,to implement where the data sets ll be available,implement datum set available,project_information,1,Query
1,how long it will take to complete a single project,long take complete single project,project_information,1,Query
1,yet not,yet,other,11,Query
2,it depend s upon the complexity level of the project and time you are providing,depend upon complexity level project time provide,project_information,1,Response
1,what kind of platform u r working,kind platform work,project_information,1,Query
2,what do you mean by platform,mean platform,project_information,1,Query
1,platform means what are all the domains ll u work,platform mean domain work,project_information,1,Response
1,in project,project,project_information,1,Response
2,we have projects from different domain and aws/azure/GCP,project different domain awsazuregcp,project_information,1,Response
1,all the projects that u r working are the real time projects?,project work real time project,project_information,1,Query
1,what architecture r u using in a simple big data project,architecture use simple big data project,project_information,1,Query
2,every project will have different architecture depends on the requirement,every project different architecture depend requirement,project_information,1,Response
1,for example traffic control using big data means what kind ll u use?,example traffic control use big datum mean kind use,project_information,1,Query
1,where i can enroll with u,enroll,enrollment,7,Query
1,i'm new to this,new,project_information,1,Query
1,that's i'm asking the basic details,ask basic detail,project_information,1,Query
1,if i need to contact u offline means where is your project center available?,need contact offline mean project center available,project_information,1,Query
1,hello there,hello,greetings,14,Query
1,my name Thilak,name thilak,trial_demo_discussion,3,Query
1,email id,email,client_info,6,Response
2,"i require project assistance in nlp and image processing ,would like to connect with you.",require project assistance nlp image processing would like connect,project_want,8,Query
2,so have you enrolled with us ?,enrol,project_information,1,Query
2,no .i want to know the process for enrolling,want know process enrol,project_information,1,Response
2,I am from bangalore and doing .,bangalore,client_info,6,Response
2,FULL TIME FROM,full time,project_information,1,Response
2,so someone will assist us in this,someone assist,project_information,1,Response
2,nlp projects,nlp project,project_information,1,Response
2,what time would you recommend ?,time would recommend,trial_demo_discussion,3,Query
2,can we do it today,today,trial_demo_discussion,3,Query
2,yes we can,yes,agree,4,Response
2,is 10:30 pm fine with you for a session ?,pm fine session,trial_demo_discussion,3,Query
2,is it ok at 9.30,ok,trial_demo_discussion,3,Query
2,or tomorrow after 11 am is also fine,tomorrow also fine,trial_demo_discussion,3,Response
2,is 11:30 am tomm fine with you ?,tomm fine,agree,4,Query
2,invite sent .. please accept the same,invite send please accept,trial_demo_discussion,3,Response
1,may i speak to the AI ML expert before joing this?,may speak ai ml expert joe,trial_demo_discussion,3,Query
1,joining*,join,project_information,1,Query
2,we dont   provide experts sessions before enrolling,provide expert session enrol,trial_demo_discussion,3,Response
2,what is that you want to discuss,want discuss,project_information,1,Query
1,after enrollment only i can contact to them?,enrollment contact,project_information,1,Query
1,I won't be able to enroll,able enroll,enrollment,7,Response
1,"Before this I have joined a institute, where instructer didn't know anything",join institute instructer know anything,client_info,6,Response
2,Ours is a risk free enrollment,risk free enrollment,enrollment,7,Response
2,you have 90 days time frame to explore our platform,day time frame explore platform,refund_info,9,Response
2,even check the quality of sessions,even check quality session,refund_info,9,Response
1,could you arrange a demo for the same?,could arrange demo,trial_demo_discussion,3,Query
2,If you feel we are adding value you can continue using or else you cancel the access,feel add value continue use else cancel access,refund_info,9,Response
2,yes i can arrange a demo,yes arrange demo,trial_demo_discussion,3,Response
1,okk,okk,agree,4,Response
1,if it can be arranged for today?,arrange today,trial_demo_discussion,3,Query
2,are you available at 3.30,available,trial_demo_discussion,3,Query
2,you will be getting an invitation,get invitation,trial_demo_discussion,3,Response
1,didn't receive any invitation,receive invitation,trial_demo_discussion,3,Query
2,you will get in some time,get time,trial_demo_discussion,3,Response
1,received,receive,trial_demo_discussion,3,Response
1,can i get syllabus of ML course?,get syllabus ml course,project_information,1,Query
2,we provide project based learning,provide project base learn,project_information,1,Response
1,ohh so sorry typo in contact number,ohh sorry typo contact number,client_info,6,Response
1,could you please update?,could please update,client_info,6,Query
1,hello Ma'am you there?,hello maam,greetings,14,Query
1,could you please update contact number... So that I can get notification,could please update contact number get notification,provide_contact,12,Query
2,have told the team to update,tell team update,send_email,10,Response
1,just now i gave you the contact number,give contact number,provide_contact,12,Response
1,I want to know about the fee for one project,want know fee one project,cost_discussion,2,Query
1,estimeted fee for enrollment,estimete fee enrollment,cost_discussion,2,Query
2,Hi ],hi,greetings,14,Query
1,I want to learn something new,want learn something new,project_want,8,Query
1,and try to find a project and write on  my resume,try find project write resume,project_want,8,Query
1,cool,cool,project_information,1,Response
1,"maybe kafka, spark are the things  I want to learn",maybe kafka spark thing want learn,project_want,8,Response
1,"for your courses, are you developing these projects on AWS or GCP?",course develop project aw gcp,project_want,8,Query
2,Its AWS.. GCP and Azure,aw gcp azure,project_information,1,Response
1,"I mean if it's a real 'kafka', I won't say it will run on my local",mean real kafka say run local,project_information,1,Response
1,"just python, nothing fancy",python nothing fancy,project_information,1,Response
1,"python sql, but I know aws",python sql know aw,project_information,1,Response
1,and some our company internal tools (like AWS GCP,company internal tool like aw gcp,project_information,1,Response
1,how do you charge?,charge,cost_discussion,2,Query
2,for 1 hyear,hyear,cost_discussion,2,Response
2,we also have discount offers ..,also discount offer,discount,5,Response
1,"hmm...  a little expensive, let me check",hmm little expensive let check,cost_discussion,2,Response
1,"I'm working at Apple, not sure my company can reimburse some",work apple sure company reimburse,client_info,6,Response
2,"If you enroll now , we can provide you the plan at $ 780",enroll provide plan,project_information,1,Response
2,i would recommend you see our platform ..,would recommend see platform,project_information,1,Response
1,"yes, let me check what kind of projects/skill do you have",yes let check kind projectsskill,agree,4,Response
1,sure I'm available tomorrow after 12PM PST,sure available tomorrow pm pst,trial_demo_discussion,3,Response
1,12-2pm or after 3pm,pm pm,trial_demo_discussion,3,Response
2,1 pm pst is fine ?,pm pst fine,trial_demo_discussion,3,Query
2,anytiume today ?,anytiume today,trial_demo_discussion,3,Query
1,I can't today,today,trial_demo_discussion,3,Response
2,ok Thats fine,ok fine,agree,4,Response
1,got it thanks,get thank,agree,4,Response
2,Great .. please accept the same .. and my team will provide you all the details of our platform,great please accept team provide detail platform,trial_demo_discussion,3,Response
1,accept,accept,enrollment,7,Response
1,what's your average learning length per project/,average learning length per project,project_want,8,Query
1,like how long? how much time should I spend average daily,like long much time spend average daily,project_information,1,Query
2,It depends ... on the project that you are working on ..,depend project work,project_information,1,Response
2,a beginner level project takes 4-5 hrs with  implementation,beginner level project take hrs implementation,project_information,1,Response
2,and the most advance level project takes around 30 hrs with implementation,advance level project take around hrs implementation,project_information,1,Response
1,as I'm thinking if I really a year long to learn your project,think really year long learn project,project_information,1,Query
2,this is not only learning but getting hands on ...,learn get hand,project_information,1,Response
2,also it will be helpful once you are in the job,also helpful job,project_information,1,Response
1,"i see, my current position doesn't require any of this, I just want to learn something fun",see current position require want learn something fun,project_information,1,Response
1,thanks for let me know and see you tomorrow 1pm,thank let know see tomorrow pm,trial_demo_discussion,3,Response
1,I recieved an email yesterday saying discount price,recieve email yesterday say discount price,project_information,1,Query
1,Annual Membership Plan: $ 960,annual membership plan,cost_discussion,2,Query
1,from abhishek,abhishek,cost_discussion,2,Query
1,we already had a demo,already demo,trial_demo_discussion,3,Query
1,but confirm me one thing you said we can ask for refund if we dont like it with 30days are so,confirm one thing say ask refund like day,refund_info,9,Query
1,ah okay,ah okay,agree,4,Response
2,you  have 90 days time frame to explore,day time frame explore,refund_info,9,Response
2,please make the payment,please make payment,cost_discussion,2,Response
2,the link will expire in an hour,link expire hour,enrollment,7,Response
1,I did made payment,make payment,enrollment,7,Response
2,password:: click on florgot password and change password,password click florgot password change password,enrollment,7,Response
2,forgot*,forgot,enrollment,7,Response
1,"Sorry, your email or password was incorrect or your email has not been validated",sorry email password incorrect email validate,enrollment,7,Response
1,but i didnt get any email for verification,get email verification,enrollment,7,Query
2,this is your registered email,register email,enrollment,7,Response
2,when you click on forgot password you will get the password to your email,click forgot password get password email,enrollment,7,Response
2,if you are facing the issue again,face issue,enrollment,7,Response
1,password i got,password get,enrollment,7,Response
2,i will inform my tech team,inform tech team,send_email,10,Response
1,I tried logging in it was saying meail not verified,try log say meail verify,enrollment,7,Query
2,let me informmmy tech team,let informmmy tech team,send_email,10,Response
1,now able to login,able login,enrollment,7,Response
1,seems it took some time,seem take time,enrollment,7,Response
1,I am looking for Azure live projects,look azure live project,project_want,8,Query
1,Do let me is there any live projects on AZ 104 and Az 400,let live project az az,project_want,8,Query
2,yes we have,yes,agree,4,Response
1,"I am currently working in Cloud Sales , and i am looking for job change for my carrier grouth",currently work cloud sale look job change carrier grouth,project_information,1,Response
2,you need to enroll with us to access the projects,need enroll access project,project_information,1,Response
1,yes please,yes please,project_information,1,Response
1,Name : Nandhakumar,name nandhakumar,client_info,6,Response
1,mail id :,mail,client_info,6,Response
1,share me the demo to my email id,share demo email,client_info,6,Query
2,we dont provide trial to our platform,provide trial platform,trial_demo_discussion,3,Response
2,we have slot avilable at 1.30,slot avilable,trial_demo_discussion,3,Response
2,shall i ask my team to send the invitation,shall ask team send invitation,trial_demo_discussion,3,Query
1,is this only for projects or trainings as well,project training well,project_information,1,Query
2,project with training,project training,project_information,1,Response
1,"I just have 1 year of exp in data engineer, Want to explore big data feild",year exp data engineer want explore big datum feild,project_want,8,Query
1,Just wanted to ask if this platform will provide learning material also?,want ask platform provide learn material also,project_information,1,Query
2,The package comes with 4 free courses -,package come free course,project_information,1,Response
1,May I know the price for big data,may know price big datum,cost_discussion,2,Query
1,package,package,cost_discussion,2,Query
2,what time would you recommend the demo session',time would recommend demo session,trial_demo_discussion,3,Query
1,Anytime after 2:30 PM tomorrow,anytime pm tomorrow,trial_demo_discussion,3,Response
2,can we schedule it by 3 pm ?,schedule pm,trial_demo_discussion,3,Query
2,Please accept the same,please accept,trial_demo_discussion,3,Response
2,and also .. please help me with your contact # as well,also please help contact well,trial_demo_discussion,3,Query
1,Im looking for azure data engineering projects,look azure datum engineering project,project_information,1,Query
1,For one month,one month,project_information,1,Query
1,What is the cost please,cost please,cost_discussion,2,Query
1,So if i get annual plan,get annual plan,cost_discussion,2,Query
1,Do i get resume tips and mock interviews aswell?,get resume tip mock interview aswell,project_information,1,Query
2,its included in the subscription.,include subscription,project_information,1,Response
1,Im learning azure data engineering technology,learn azure datum engineering technology,project_information,1,Response
1,Wanted some real time projects to showcase,want real time project showcase,project_want,8,Query
1,But i dont think 12 months is necessary,think month necessary,project_information,1,Query
1,Okay thank You,okay thank,agree,4,Response
1,6 point- 1-1 mentoring session on what frequency will it be,point mentor session frequency,project_information,1,Query
2,there is no frequency .. whenever you need it .. let us know 72 hrs prior notice,frequency whenever need let know hrs prior notice,project_information,1,Response
1,"I will get access to all projects right? I mean not only in azure but remaining all like big data etc,.",get access project right mean azure remain like big datum etc,project_information,1,Query
2,"yes , you will get access to all projects",yes get access project,project_information,1,Response
1,If i want to dis continue means after 1 month,want dis continue mean month,refund_info,9,Query
1,I can right?,right,refund_info,9,Query
1,And money will be refunded?,money refund,refund_info,9,Query
2,within first 3 months,within first month,refund_info,9,Response
1,What is the payment mode?,payment mode,cost_discussion,2,Query
1,Is it only via emi?,via emi,cost_discussion,2,Query
2,or 12 month no cost EMI using any credit card,month cost emi use credit card,cost_discussion,2,Response
1,Oh oky,oh oky,agree,4,Response
1,Im planning for 12 month no cost emi,plan month cost emi,cost_discussion,2,Response
2,"if you enroll now , i can help you with some discounts",enroll help discount,discount,5,Response
1,So if i dis continue i will get full 84000 right?,dis continue get full right,cost_discussion,2,Query
1,Yeah please i need discounts,yeah please need discount,discount,5,Response
1,Please email me,please email,send_email,10,Query
2,"ok sure , i will ask my team to send you an email ...",ok sure ask team send email,send_email,10,Response
1,Ill enroll in my morning time,ill enroll morning time,enrollment,7,Response
1,With discounted price,discount price,discount,5,Response
2,"also, the discount offer will be valid till 1 pm ist 6-June",also discount offer valid till pm ist june,discount,5,Response
1,Ok fine,ok fine,agree,4,Response
1,Ill enroll before that,ill enroll,project_information,1,Response
2,could you please help me with your contact # as well,could please help contact well,provide_contact,12,Query
2,ok Thanks ...,ok thank,agree,4,Response
2,let me get you the best offer and ask my team to send you an email,let get good offer ask team send email,send_email,10,Response
1,Ok thanks,ok thank,agree,4,Response
